0.000000000000000000e+00,5.395000000000000000e+02,6.296496582031250000e+02,1.434309291839599609e+01,1.645909500122070312e+01,9.000000000000000000e+01
1.000000000000000000e+00,4.491520385742187500e+02,6.295439453125000000e+02,1.453749275207519531e+01,1.534948825836181641e+01,9.471260070800781250e+01
2.000000000000000000e+00,6.297012329101562500e+02,6.285311889648437500e+02,1.448747062683105469e+01,1.548046493530273438e+01,6.486048889160156250e+01
3.000000000000000000e+00,3.597332763671875000e+02,6.287299194335937500e+02,1.398385906219482422e+01,1.599614620208740234e+01,1.049339752197265625e+02
4.000000000000000000e+00,7.181882934570312500e+02,6.270118408203125000e+02,1.454342937469482422e+01,1.609428787231445312e+01,6.685844421386718750e+01
5.000000000000000000e+00,2.718862304687500000e+02,6.267362670898437500e+02,1.503814983367919922e+01,1.551720714569091797e+01,1.312172851562500000e+02
6.000000000000000000e+00,8.056539306640625000e+02,6.251190795898437500e+02,1.446983718872070312e+01,1.573189258575439453e+01,7.633147430419921875e+01
7.000000000000000000e+00,6.320484619140625000e+02,5.431166992187500000e+02,1.483537387847900391e+01,1.644478034973144531e+01,7.582231140136718750e+01
8.000000000000000000e+00,5.395155639648437500e+02,5.439838256835937500e+02,1.549260616302490234e+01,1.633506011962890625e+01,7.499911499023437500e+01
9.000000000000000000e+00,4.469858093261718750e+02,5.430254516601562500e+02,1.529104709625244141e+01,1.605514144897460938e+01,1.120943908691406250e+02
1.000000000000000000e+01,3.564636230468750000e+02,5.418870239257812500e+02,1.423947238922119141e+01,1.594868373870849609e+01,1.537682342529296875e+02
1.100000000000000000e+01,7.216860961914062500e+02,5.406233520507812500e+02,1.386199569702148438e+01,1.524922084808349609e+01,3.807503509521484375e+01
1.200000000000000000e+01,2.693737792968750000e+02,5.390753173828125000e+02,1.456719398498535156e+01,1.587961483001708984e+01,1.575675506591796875e+02
1.300000000000000000e+01,8.081006469726562500e+02,5.378041992187500000e+02,1.456563854217529297e+01,1.576553916931152344e+01,6.468822479248046875e+01
1.400000000000000000e+01,6.355068969726562500e+02,4.531537475585937500e+02,1.559775733947753906e+01,1.671567916870117188e+01,6.933330535888671875e+01
1.500000000000000000e+01,5.397364501953125000e+02,4.528072204589843750e+02,1.595084285736083984e+01,1.714513969421386719e+01,1.011142578125000000e+02
1.600000000000000000e+01,7.268525390625000000e+02,4.514971313476562500e+02,1.502174282073974609e+01,1.659609794616699219e+01,2.149290657043457031e+01
1.700000000000000000e+01,4.446960144042968750e+02,4.521080627441406250e+02,1.604403305053710938e+01,1.650178146362304688e+01,1.198519058227539062e+02
1.800000000000000000e+01,3.531932067871093750e+02,4.510769653320312500e+02,1.523006820678710938e+01,1.580172824859619141e+01,1.463152923583984375e+02
1.900000000000000000e+01,8.113737792968750000e+02,4.489247131347656250e+02,1.456719398498535156e+01,1.587961578369140625e+01,2.243246078491210938e+01
2.000000000000000000e+01,2.676283569335937500e+02,4.492817382812500000e+02,1.463576316833496094e+01,1.556238460540771484e+01,1.664024658203125000e+02
2.100000000000000000e+01,8.151460571289062500e+02,3.586597595214843750e+02,1.370586299896240234e+01,1.554887580871582031e+01,7.756057739257812500e+00
2.200000000000000000e+01,7.326032714843750000e+02,3.584633789062500000e+02,1.530330848693847656e+01,1.702623367309570312e+01,1.857649040222167969e+01
2.300000000000000000e+01,2.676446533203125000e+02,3.590966796875000000e+02,1.463417530059814453e+01,1.575389957427978516e+01,1.796339874267578125e+02
2.400000000000000000e+01,6.385426635742187500e+02,3.580000000000000000e+02,1.669661140441894531e+01,1.761243629455566406e+01,0.000000000000000000e+00
2.500000000000000000e+01,3.514700622558593750e+02,3.580334167480468750e+02,1.528918743133544922e+01,1.584473800659179688e+01,2.937231540679931641e+00
2.600000000000000000e+01,4.420426330566406250e+02,3.567611083984375000e+02,1.599654579162597656e+01,1.719237327575683594e+01,1.610773773193359375e+02
2.700000000000000000e+01,5.391724853515625000e+02,3.566985168457031250e+02,1.688964462280273438e+01,1.763076591491699219e+01,1.238551177978515625e+02
2.800000000000000000e+01,2.689086914062500000e+02,2.688810119628906250e+02,1.473577499389648438e+01,1.570817852020263672e+01,2.514455986022949219e+01
2.900000000000000000e+01,8.159370727539062500e+02,2.666772155761718750e+02,1.409883499145507812e+01,1.556264400482177734e+01,1.440550842285156250e+02
3.000000000000000000e+01,3.529466552734375000e+02,2.654142150878906250e+02,1.466656970977783203e+01,1.614153099060058594e+01,3.854499816894531250e+01
3.100000000000000000e+01,7.321547851562500000e+02,2.624510498046875000e+02,1.512212562561035156e+01,1.686086082458496094e+01,1.599485626220703125e+02
3.200000000000000000e+01,4.392901611328125000e+02,2.585987243652343750e+02,1.513936233520507812e+01,1.685610961914062500e+01,4.081009292602539062e+01
3.300000000000000000e+01,6.379874267578125000e+02,2.579874267578125000e+02,1.673916816711425781e+01,1.797786521911621094e+01,1.350000000000000000e+02
3.400000000000000000e+01,5.369675903320312500e+02,2.551308898925781250e+02,1.732283401489257812e+01,1.822342491149902344e+01,1.030087738037109375e+02
3.500000000000000000e+01,2.709690246582031250e+02,1.799655303955078125e+02,1.498835277557373047e+01,1.623079109191894531e+01,4.553714752197265625e+01
3.600000000000000000e+01,8.131696166992187500e+02,1.763919219970703125e+02,1.395114707946777344e+01,1.580676174163818359e+01,1.475236816406250000e+02
3.700000000000000000e+01,3.568234252929687500e+02,1.762845001220703125e+02,1.388656330108642578e+01,1.598413658142089844e+01,1.521952056884765625e+01
3.800000000000000000e+01,4.453370361328125000e+02,1.705349884033203125e+02,1.443424797058105469e+01,1.709313201904296875e+01,7.009282684326171875e+01
3.900000000000000000e+01,7.277778930664062500e+02,1.700306701660156250e+02,1.447684478759765625e+01,1.645633506774902344e+01,1.288289947509765625e+02
4.000000000000000000e+01,6.347387084960937500e+02,1.651864929199218750e+02,1.563111400604248047e+01,1.669376945495605469e+01,1.066184005737304688e+02
4.100000000000000000e+01,5.384457397460937500e+02,1.654322509765625000e+02,1.489502048492431641e+01,1.647384643554687500e+01,7.922274780273437500e+01
4.200000000000000000e+01,2.730993652343750000e+02,9.278689575195312500e+01,1.515485477447509766e+01,1.541946125030517578e+01,5.282080459594726562e+01
4.300000000000000000e+01,3.607304992675781250e+02,9.019567871093750000e+01,1.442911911010742188e+01,1.524698162078857422e+01,6.339423751831054688e+01
4.400000000000000000e+01,8.095277099609375000e+02,8.889981079101562500e+01,1.434370803833007812e+01,1.564823627471923828e+01,1.462185668945312500e+02
4.500000000000000000e+01,4.491606750488281250e+02,8.705778503417968750e+01,1.361873054504394531e+01,1.604495429992675781e+01,7.330368804931640625e+01
4.600000000000000000e+01,7.221832885742187500e+02,8.431816101074218750e+01,1.373688125610351562e+01,1.568935394287109375e+01,1.239184646606445312e+02
4.700000000000000000e+01,5.393778686523437500e+02,8.383219146728515625e+01,1.400005435943603516e+01,1.637168121337890625e+01,7.985160064697265625e+01
4.800000000000000000e+01,6.313195190429687500e+02,8.221118164062500000e+01,1.320456790924072266e+01,1.692947387695312500e+01,9.586177825927734375e+01
