-7.477018914796873528e-01,-7.560366827427925651e-01,1.442906694610937235e+00
-7.498431030243034590e-01,-5.072424168621345597e-01,1.423106769927650950e+00
-7.519997080147575730e-01,-2.564118771267620001e-01,1.424088691168140075e+00
-7.511475053892985310e-01,-4.857962027428680378e-03,1.438888014201188392e+00
-7.502912797189562610e-01,2.467657489724162656e-01,1.454036436636939156e+00
-7.492619574950594163e-01,4.979227411226172517e-01,1.472315042175265987e+00
-7.491545884669017497e-01,7.489558536067791872e-01,1.487949702888981651e+00
-4.949232903881152223e-01,-7.656409142604799767e-01,1.397820814228527109e+00
-4.987531826975649119e-01,-5.180133013655392471e-01,1.345021462736741391e+00
-5.038435111952829226e-01,-2.630597634903742432e-01,1.345532481313580497e+00
-5.032628866796822198e-01,-8.748287260299940013e-03,1.374300089231544897e+00
-5.016333088559373765e-01,2.447441579564263170e-01,1.404245633972855067e+00
-4.995499093655929035e-01,4.967764904709094376e-01,1.439168500582638677e+00
-4.986840304447163197e-01,7.481796397352936667e-01,1.473479390735624506e+00
-2.438615339719260866e-01,-7.767725704834184119e-01,1.360938691074933260e+00
-2.450963476987802481e-01,-5.327517481838777158e-01,1.268991208448461583e+00
-2.497013042761065116e-01,-2.716475368319605788e-01,1.290233768713847651e+00
-2.514682257624178408e-01,-1.421613686209496040e-02,1.334304553321408626e+00
-2.509040825303883726e-01,2.415682036493242146e-01,1.373399157074784993e+00
-2.496605552397510863e-01,4.955226831483569572e-01,1.414539897581235328e+00
-2.487360451133232564e-01,7.477647736486856545e-01,1.459575605465917469e+00
6.973353825683030471e-03,-7.780934739866016692e-01,1.367967615504156464e+00
1.621724123821760219e-02,-5.392013822874019979e-01,1.261456849244478873e+00
5.236089723885333815e-03,-2.764870909334239957e-01,1.280832095979134166e+00
1.144692837056862297e-03,-1.862171721729274226e-02,1.329125359995704025e+00
3.391498958609401879e-04,2.380009776740039662e-01,1.369493532506021793e+00
5.261473789944599768e-04,4.931070329992906509e-01,1.410717971407649651e+00
8.804047366311529895e-04,7.468194057898183136e-01,1.455442839818036349e+00
2.500539598014871467e-01,-7.590449329678651269e-01,1.430068795415402105e+00
2.530536796170300695e-01,-5.181812318730280031e-01,1.360153435159790813e+00
2.529031278121877113e-01,-2.687011478424596311e-01,1.334363299047650608e+00
2.512792134440336445e-01,-1.548918686095151348e-02,1.351421346648733923e+00
2.504492685575063216e-01,2.384181655420362089e-01,1.382028777843398837e+00
2.501218215491139429e-01,4.926184007635092676e-01,1.416938930979470657e+00
2.501213030930475867e-01,7.464914257369669182e-01,1.456942674571998220e+00
4.996233692580573926e-01,-7.525276230440712810e-01,1.463253835628475663e+00
4.997092184340679588e-01,-5.057401598976789536e-01,1.424420145700137974e+00
5.001343837393472658e-01,-2.582041062425943223e-01,1.397643454171559885e+00
5.005312813185739396e-01,-8.835892601247142056e-03,1.394669630403184479e+00
5.003441205249802293e-01,2.420146791975664180e-01,1.409415687002959716e+00
4.998808965244861402e-01,4.941587031629607885e-01,1.432362550641411936e+00
4.995101386160293866e-01,7.470891821607514860e-01,1.462433209169658577e+00
7.498246713918809148e-01,-7.502230243905164686e-01,1.484394035366317199e+00
7.496064779574300729e-01,-5.008068157289108369e-01,1.467048944399610866e+00
7.496928457128207990e-01,-2.519342258395071976e-01,1.452202925674652478e+00
7.502346755479473162e-01,-3.198068541441758707e-03,1.445838421612501312e+00
7.504482418035921532e-01,2.461324916475068625e-01,1.449587983037090799e+00
7.501394261360869731e-01,4.964671595692798922e-01,1.459811418987026377e+00
7.495732015272715820e-01,7.479177637470668660e-01,1.474883606101361266e+00
