-7.537559694366269269e-01,-7.493295396950284681e-01,1.443339582848560898e+00
-7.598528760248997038e-01,-4.985457273043065185e-01,1.404243286382520939e+00
-7.632412747283100485e-01,-2.485274279278809895e-01,1.388488866679025824e+00
-7.589651956577947445e-01,3.180569395310731584e-04,1.410918982567644475e+00
-7.541902804065849786e-01,2.495441559111568897e-01,1.442424317221367547e+00
-7.512141143511407160e-01,4.995579933412974682e-01,1.466836176797114311e+00
-7.499656364881093218e-01,7.497545258680126112e-01,1.485368690358563448e+00
-5.056079978862640933e-01,-7.524276453422358291e-01,1.413035600357140043e+00
-5.127481080044758999e-01,-5.004015098559140284e-01,1.341885091568814747e+00
-5.199855243114842596e-01,-2.446775641335252882e-01,1.295352149020331911e+00
-5.259489744103568176e-01,1.202355651365346299e-02,1.297963249143857745e+00
-5.098115996079477519e-01,2.525895027435221540e-01,1.378891794102975021e+00
-5.031996268744374223e-01,5.003356211537431930e-01,1.430385743978902946e+00
-5.002694391154555165e-01,7.498896123240690326e-01,1.468898491535968409e+00
-2.560348593589127364e-01,-7.530869362144843038e-01,1.414706150065041523e+00
-2.603442187398942176e-01,-5.049161114355316116e-01,1.327009126142326911e+00
-2.652774689601777314e-01,-2.494105281836306864e-01,1.253317399429408674e+00
-2.701720583870489967e-01,1.307314030507423022e-02,1.241538192794561013e+00
-2.628480173242867535e-01,2.551300239491829935e-01,1.330780301631149909e+00
-2.550611339300708491e-01,5.016174115902248820e-01,1.399231464398794200e+00
-2.509594223434942761e-01,7.503826604189774985e-01,1.453643204561814617e+00
-5.547866694592719534e-03,-7.507317922572571689e-01,1.437502860396420612e+00
-9.366372714023388571e-03,-5.015377436959632673e-01,1.372787493985490270e+00
-1.216773584627857223e-02,-2.505582222437086615e-01,1.316634101603914253e+00
-1.442406400220233066e-02,2.895203908245744945e-03,1.300567934123597613e+00
-1.092672578096967086e-02,2.530852148297573767e-01,1.334126486917462051e+00
-5.782086796097268486e-03,5.017878726467382977e-01,1.388773399920894880e+00
-1.868753578336159469e-03,7.508076014861421177e-01,1.445147657788771856e+00
2.458559540744611194e-01,-7.493541841529335334e-01,1.458241617345737318e+00
2.425750999339098823e-01,-4.992234312207970981e-01,1.415111276839318588e+00
2.401869450789932137e-01,-2.491162892217952674e-01,1.377044625520379206e+00
2.393338010267181126e-01,1.388733163135669755e-03,1.358116433621328722e+00
2.412932079722663048e-01,2.515421686328820905e-01,1.367960415825361542e+00
2.444436895962026346e-01,5.012667232889236324e-01,1.401075948357189294e+00
2.474040860251274787e-01,7.509090008723194876e-01,1.446823294796515613e+00
4.974011526402364325e-01,-7.488009989269381883e-01,1.475131787862071997e+00
4.951128652868599378e-01,-4.981734869771178298e-01,1.448899315689862854e+00
4.934653814198505795e-01,-2.481460415438167810e-01,1.424750086569618102e+00
4.929250285057740211e-01,1.434135263814263197e-03,1.409588362153603613e+00
4.940579156052635201e-01,2.508497692754951824e-01,1.408993141468197541e+00
4.957859709592969399e-01,5.005599770778345059e-01,1.425381588650044273e+00
4.974238034668471142e-01,7.505401467954231354e-01,1.456682807023892190e+00
7.487658404298411785e-01,-7.490005520811032769e-01,1.488707138271353259e+00
7.476198971495422452e-01,-4.983090374455090843e-01,1.476553961558553674e+00
7.467847180926486805e-01,-2.481541191797335677e-01,1.464884066507378790e+00
7.465044688284006025e-01,1.366564009720359733e-03,1.456442917904695378e+00
7.470359505895615149e-01,2.504884844716109837e-01,1.453700574827311964e+00
7.478884220893468049e-01,4.998161600415788053e-01,1.458802647442510647e+00
7.484419449677373049e-01,7.497870686444100263e-01,1.473189852286803658e+00
